Clean_Reviews,Sentiment_label
this perfume is not original as fregrence is very different from original which i bought some days ago from another vendor very disappointed never to buy again from this vendor and will inform others also don t buy it,0
overall good deal the red blue and green colours look good but i m not a fan of the other colours because of the way the different leds show,1
bestest handfree and bestest seller really satisfied,2
they are not working idk what happened just turn them on and there are not working,0
extra big size and different color,0
they r spoiling daraz name please disconnect these types of vendors,0
product is good but size is a bit small,1
it is quite good and effects in just two uses,2
nyc quality thanks you sir,2
this is so good,2
definitely recommend great customer service and product is awesome i asked seller to send it to me asap and trust me i received it sooner than i expected this customer is very satisfied,2
received after days of order and most of all received after days as daraz give delivery time called alot of daraz as well as shipping company but daraz said we are resolving your issue and shipping company said we will deliver when your turns come no matter what draz give u time calling to multan service center number for free installation as per they give us offers but no one picked the call whole day so decided to install my self,0
your things are excellent but delivery time is so bad,1
a quality nice experience,2
excellent product percent original and best thing,2
it was good but after few days of using the upper border design of chopsticks was disappeared because it is a printed design,1
purchased second time good experience as before recommended,2
very best seller honest quick and responsible man packing was very owsm seller is very caring person scrathless item has received by the seller received more than expectations stars are less for the seller i ll give stars to seller tochscreen mentioned hdd was gb whlie gb received in the package builtin camera builtin bluetooth wifi hdmi and av option while there is no av option in the advertise double vga ports thanks daraz thanks seller,2
highly recommend,2
product was good and i received it in time,2
not so good very think stripe and self adhesion is not good,0
thanks daraz time pay dilvery ho gaya acha hai munasib qimat hai,2
low quality shmapo not good,0
good effort by daraz to sell vegetables in lower prices than market,2
very nice product good to use thanks daraz,2
nice and useful result recommended,2
good quality for this price range i satisfied and delivery time also good,2
it can t even hold the weight of a monitor i have tighten all the nuts and bolts properly still it bends completely waste of money i wish i could give negative stars don t buy from this seller,0
bhool nhy gya bata ya nhy ap ky seller ny,0
these are great towels i bought two sets since i try to avoid using paper towels they work great for absorbing every day cooking and cleaning chores and then i can toss them all in the wash when they get dirty,2
the rider didn t let me check my parcel i returned it plz make these people understand that a machine is needed to be checked first and then collected,1
,2
i had a wonderful experience i have ordered the nestle water for the first time free bottle was a bonus positive experience,2
quality is okayish as per the price,0
how am i charge this watch it doesn t have any,0
i bought shampoo bottles nicely packed timely safely delivered sales provide me a chance to purchase in a discount with free delivery,2
the product is same as described and shown in picture it is a very good quality product i highly recommend buying it,2
good product with discount because expiry date too short almost month but expiry doesn t matter,0
bht achi cheez ha kamaal thanks draz,2
bohut he fazool cheez hai remote work nahi karta or bohut zeyada glue large howe the pure light pai koi be isse purchase na kare,0
it s only a blower instead of in,1
priz k lehaz se sai hi hn,0
i am very satisfied with the product thanks daraz for original quality product seller is nice amazing service keep it up,2
loved it,2
i like it so beautiful smiling face with heart eyes,2
best cutes product warm soft and clean i loved it i am satisfied with it thank you so much,2
if any one want to purchased so plz don t to do this this is very very poor quality,0
zabrdadt chez,2
good product does it s job but the edges were so rough it doesn t look neat at all,1
size issue laces issue pakistani size hai mere juty ka ye uk nae sae aya,0
it s made of metal very nice chopsticks,2
the product is very good and it is full packed i like draz activity and sell good product,2
good quality delivery on time and cheaper than market packaging was excellent very convenient,2
not as advertised in fact it became defected after installing the graphic card it started showing lines on the screen and the performance of the game is very poor i have filed the return,0
satisfied,2
awesome product like it,2
hanfe is quite good and quality wise it is excellent thank you daraz,2
delivered on time well packed well priced i was unable to find it in stores so i searched on daraz and found it thank you,2
quality of product very cheap poor durability,0
a trustworthy source for vegetables and other food items rates same or lower than market,2
han g both zada pasand aya ha,2
good quality,2
the product is nice in this price but it s not closing properly after placing battery in it and delivery was also days late other than that it s working pretty good,1
blue color is osam,0
size order kiya tha shoe and nd number mila yeh scammer hain koi bhi dost yeh purchase na kry time bhi waste paisa bhi,0
allhumdulliah got this masterpiece on th day good work done by the publishers and good paper quality in this price good job hoping to see some more books in your store,2
very good in quality highly recommended,2
mashallah zabardast,2
the order is delivered in days but i dot see a difference after applying it,0
alhamdu lillah mujhy mera order din ky andr apnay door par mil gaya bahut mashkoor hu daraz walo ka jo intihai kam qemat may best quality products offer karty hy,2
good elastic band could be made at home easily satisfied,2
the product was dented from a side when it arrived and warranty card is not date stamped,0
this is my second order very god product so i order second time pouch is very god and good space seller behaviour is very god thanks daraz and seller,2
best quality,2
godd smiling face with heart eyes,2
got original loreal paris shampoo it delivered in a well packed box i also got discount from daraz i am totally satisfied from daraz mart,2
i want to send it back,0
original i highly recommend this product,2
ok he boss,1
this is very good product,2
delivery was on time paint quality is best very well packed i really like it this was my second order i recommend to all thanks snk fitness,2
where were you my dear store china you are the best and really a true friend of us thats why you diliver an original item to me in pakistan,2
he send me a apple jam not a mango very bad because i already order a apple jam,0
nic bht achi hai thanx,2
bhot hi bakwas hai star or darkness pa glow bhi nahi karte,0
it s top viewed item but poorly packed really disappointed with purchase received leaked bottle see attached pictures,0
my be there is a fault in the device or my honda civic automatic is not compatible with the device seller response is great,2
adhesive of v v low quality all lights started falling after two days light is also dim,0
same as it is,2
received as mentioned packing is intact charged after opening sound quality is below average light weight smart case recommended for light use,1
quality not good but compare to price its quite good delivered om time,1
thora expensive han or low quality bh ha,0
very cool,2
good quality product as shown in pic thank u seller and daraz,2
aslaam o alikum awsome bluetooth quality was good b s delivery thori dair sy hui otherwise product is shown same picture,1
lights are awesome this product is actually very good but price is a little high i think it should be with in overall product is good,1
they re good but not glowing in the dark as shown,1
it is very usefull for me this handfree was very good,2
the bracelet is exactly the same as shown in the figure delivered on time everything is good thanks,2
size of cap is not standard it is for kids,0
ordered it for the first time based on reviews the packaging was safe and ok but it doesn t seems to be an imported product because the packing of the patch is in a plastic film and that s it otherwise it is ok i ll review again after using the product i hope i will find a good results,1
bag ki zip jaldi khrb ho gi,0
airpods khraab bhjy hain mtlb ek dam bkwass pessy zayan gye apny pessy zaya mat kren,0
this is way too overpriced for what it is its a thin piece of cloth please don t be fooled this is not a slimming sauna or whatever they have written here,0
deck wheelsb bearings truck great product overall stars and,2
thanks,2
i m gonna be brutally honest here these are not even near to good as shown in the pictures the colours are very dull off and colours are fading off from the shirts red colour dosen t even look red it has so much whiteness i ordered the medium size but after receiving it it dosen t even looks close to medium stitching is bad it dosen t even fits overall condition is bad i don t know how everyone is giving them such a good reviews but no one is talking about cons that comes in this price range,0
dilvery is to late and packing was not good but product is good may be,0
i got the package in just days,2
genuine imported product same as advertised,2
js k liay liya us km e nhi ay jb kisi ko call krin ye lga k to unko double awax ati,0
allover its good but paints are too small and bottle of gillter are very less this is heartbreaking for me,1
it s amazing wonderful thanks daraz ab aur bbi order kru ge aur butterfly bhi order ke he again thanks daraz,2
size ki waja sy ma ny is seller is order kya tha lekin wo size nahi bhja gya jo btya gye tha description ma taqreeban usi size ka hy jo ma phly seller sy mangwa chuka hn quality is little bit compromised as compare to my kast order from other seller,1
i got the product in time and the sound and microphone quality is good overall recommended,2
best air bud i have use,2
it s nice product good quality good packing and fresh item,2
in price its cool but it s definitely not in a comfort to wear long enough,1
the shoes was not good and don t want to purchase these shoes,0
its god awesome really like it original product everyone should buy it delivery very fast and quick,2
baki sab tu theak ha lekin call per quality nhi theak dafa use keiy kiya pta phir use kro tu better hu over all good,1
not happy with quality and stuff,0
fresh potatoes in resonable price i m permenet customer on daraz good service,2
pathetic delivering experience why the items were not delivered in one go that s very unprofessional,0
very small only for young small kids,0
good product shipping was quick,2
product is same as shown in pictures built quality is very beautiful but i don t like its performance product,1
plz do not purchase,0
mashallah great product best packing nice plastic shelf meterial great nice febric stiching highly recommended of this seller use for many purposes delivered within days,2
make very little foam not good not recommending at all,0
caps are beyond my expectations smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes same as pictures smiling face with heart eyes,2
ac did not work thier people came to install and mentioned some pcb issue need this issue resolved asap,0
timely delivered same as described highly recommend,2
its so soft and comfortable i luv it,2
strechable but quality is fine,2
packing speed of delivery and product was excellent and items are as good as shown and mention by the seller,2
poor quality,0
best hai fresh sabzi ati hai thanks daraz,2
i ve yet to see it but still ya it looks very good,1
recommended for everyone,2
connect ho jata hai but voice ati ati hi nai hai or battery time b gr jata hi to much bad i am so dissatisfied from this not to buy this,0
product quality is good and it delivers on time but there are some scratches on glass,1
its wonderful experience safe packing original same as shown in pic no doubt seller is cooperative and sincere person i gave star recommend to all thanks daraz and thanks seller,2
i ordered bats and received a cricket ball i had to return it and now i m ordering second time so please don t do the blunder again,0
bohat achi cheez hai ham jo bhi cheez odder krte hain same wohi cheez ata hai thank you daraz app,2
seller is excellent original product in quality price,2
very much satisfied with this product worth every penny and it packed very nicely go for it guys so i give five star but actually it must be more than ten star really very nice,2
products has been received and all of them are amazing i just loved them thank you so much daraz and wb by hemani will shop again,2
my daughter like it really good,2
excellent quality but size isn t according to the size guide,1
not the size and color i ordered wastage of time and energy,0
item quality and quantity is good shown in picture thanx seller,2
bags was good and quality is also good,2
too much dirt on bottle just like old one also expiry date not mention on it can t expect this from a big brand like pantene disappointed,0
very amazing same as shown in the picture extremely satisfied,2
it is very very useful and good product,2
product quality and sound is very good,2
the label says xl but the actual size r medium money wasted,0
great quality stickers the seller is realy coperative recomended,2
length choti hai meri led inch ki hai puri ni ai,0
this watch is very nice i prefer you to buy but the thing is thier is scratch on glass but the bracelet is nice,1
just received the parcel i have ordered shoe size size is universally known and is equivalent to but i have received size as in picture it s not only wrong size but min formation about the product on the box it s and on shoes it s how i can get refund,0
it was good experience shopping from this seller fast delivery satisfied with quality,2
sound quality is amazing,2
low quality fake watch sahme on you guys for this cheating i am returning now this because of your cheap business,0
really good and their fragrance is also amazing,2
size was wrong we ask for change but my request was rejected quality was also light but that can be acceptable they write on offer they have return policy but they did not honour for sure not good trader who have no respect for customer and sending wrong goods and not taking back loss of money no one should trust on them,0
is ki ak side kam ni krti left wali bakar h koi purchsae na kra thanku,0
ak dam fazool only one month chali phir chatge he nai howi,0
bro i have ordered strips from you one of them is really dim red and blue leds are dim so it is not showing desired colors,0
amazing quality is good,2
clear solid vice,2
very satisfied nice product just as showen love it,2
fresh category of vegetables and fruits and free delivery the items were delivered on time the product was well packed and pretty good all the vegetable s were in good condition fresh and cheap then market i recommend everyone to buy this form daraz fresh delivery is also very fast,2
my second order recommended deliver on time,2
this is so good i likeed it very much good fabric the sticker is good to nd a secret boys can also wear this,2
good results as required,2
bht hi bekar charge b thk se nhi chal rhi or ek kharab bhja h ek me awaz arhi h ek me nhi,0
good working sound quality is also good,2
bad quality,0
quality guzara he hy bus kaprhay dal k rkh do pettinya almari main is sy acha tha is prce main do bht achy barhay bag bhaij daitay laikin jo bhaija hy wu bhi nuqsan nai main yehe kahu gi k khareedain laikin phr ye bhi samajh lain k is price main jo milay ga wu acha he hy ganday khalaray sy bch jayaingay kaprhay or keerha bhi lagay ga agr fenyl ki golliyan dal dain sath,0
very nice shoes i like it thank u daraz,2
you have mentioned that there is touch sensor but in real there is a button very poor sound quality even you cheated i ll sue you,0
very nice,2
product received in good condition giving star because colors not properly changing single color only rgb supported white and warm not available even available at remote product is good in this price,1
very useful product no fault at all this is just blower as shown recommend to buyer,2
call k hisab sy acha nhi song wegra k liye thek hai zyda best tu nhi normal hi hain,1
smells good but lasts about to hours only,1
got what i want,2
received but doesn t check so hopefully it will work good thanks seller and daraz,2
i oder ki thi mile i ye kya chutiyapa ha ajib hi nashy chl rhy ha draz walo k mujy to bilkul bhe pasnd ni i bkwas ha sound bhe slow ha,0
great my baby love the flavor very much perfect product the taste so nice i am so glad to found it on line,2
vvip product,0
nice but expensive,1
satisfied nice thanku,2
high quality product received original quality i use it and i m impressed with its quality price is also very reasonable thank you so much daraz,2
the quality was good and delivery on time,2
all vegetables are fresh best experience and delivered on time,2
showed dark blue colour in the ad and sent black color edges are cut too roughly that make no sense too thin to make it useless non sense product,0
its very comfortable and soft,2
really good led light in affordable price,2
working fine and long lasting,2
good product but one light not working,1
it is best,2
quality isn t bad for this price but these are for teenagers due to their small sizes,1
best in this price,2
works fine but asked for instead received,2
first the delivery was delayed by like weeks when it finally arrived it was not as how they showed it in the pictures and it was damaged and the quality is okay ish,0
v satisfied smiling face with heart eyes,2
excellent delivery timing same product received as ordered from daraz,2
the product was awesome,2
disappointed its height is less than one foot,0
satisfactory had it for months did not have a single problem nice seller,1
fresh vegetables i m so happy se hours mai delivery b hogai thi th vegetables ki,2
came as exactly as i ordered but haven t tried yet so don t know the result,1
bilkul achi nhe jese dikaye thy wese nhe paise zaya hoye b bs,0
potatoes was very very good from market which i have buyed it was sweet but from daraz fresh it is not sweet and also it is the item which is same as per web good to see,1
poor product tried it on several devices to make sure there wasn t any issue with them and it didn t work on any of them,0
it s always a pleasure to order from daraz fresh quality produce at cheaper rates than market,2
not same what they advertised useless product it seems like water inside the bottle not recommended,0
i always buy imported cerelac tins from them bought up till now i m extremely satisfied great customer service too recommended,2
thanks seller for cooperating,2
size issue it s to much smaller than what i have used for the past,0
fresh sabzi hai,2
truly amazing product received in very good packing seller was very responsive and co operative first he sent me the photos of the actual product and then kept me posted about the packing etc highly recommended seller,2
,0
its not sticking and nose quality is not good,0
extremely disappointed from this seller i ordered this watch by seeing reviews from other people but got the defective piece which didn t even turned on tried to put on charging but nothing worked only backlight was not i don t know why but the watch was not turning on,0
good quality and affordable,2
bohat zada achay hay,2
it was good and same as the picture,2
nicely packed and deliverd safely works good in a small house,2
dhoop main rakho roz to phr kam krty hain warna nai,0
my th order i really love it it s best product very safe and useful highly highly recommend really best number one star from my side number diaper,2
bad,0
this is awesome in this price i like it when it covers my hair so quickly,2
i received my parcel i am satisfied with my order the sizes are perfect and the shirts are really good,2
average quality but in terms of price it s good,1
shoes design is very good but quality is very low please improve your product,1
just a brilliant product in fact i was not expecting it in such a new condition the dealer chat response was fast packing good and delievered on time i will recommend u to buy it its just owesome,2
customer service and support services from supplier is excellent result is fine,2
nice product good packaging delivered in time,2
i love the results of this product remove dullness make your skin even and bright,2
a powerful product but somewhere i also feel and realize that product is used specially the gold blade is rusty so daraz kindly work on it,1
ood quality stuff and buyer recommended wish colour specification option was given,1
shirt fabric is not good and design is same in picture,1
amazing product nice watch star thanks daraz pic mein jo cheez thi bilkul wahi cheez mili hai good service daraz,2
it does not heat up,0
received fresh satisfied,2
i ordered caps black yellow blue and white and they just sent in yellow color i was at office when daraz rider came to deliver this and they tricked my kids and collected money for caps rupees this merchant is a fraud beware,0
i am very disappointed i received damage goods when i the quilty of the goods is very very low when i open the box the pcs is damage i suggest its money waisting product,0
delivered on time thank u daraz,2
shampoo is nice but shampoo is without fragrance,1
chopsticks is amazing of course this is best and beautiful smiling face with heart eyes thank you smiling face with heart eyes,2
alhamdulillah amazing quality more beautiful than expected,2
different product,1
overall good hy,2
bhut achi hy shart par stuf kuh kahs nhi hy,1
bohat he bakwaas hy mjy used main ai hain pods or battery time hour sy b kam hy,0
great product great service and delivered on time keep up the good work stars rated,2
thanks seller,2
awesome product for baby under months which can t hold their heads,2
don t ever try to buy fabric is not of good quality,0
device not working,0
good product jesa he pic me hy wese he quality mili hy,2
excellent quality handsfree same as described delivered before expected time in good packaging,2
is br handsfree ke quality achi thi highly recommended is handsfree ka sound music video k liye bhe acha h aur pubg players ko satisfy krne k liye bhe sound ke quality boht awla h m lazmi order karo gi agr ap logo ne aise he apni quality of product maintain rkhe to,2
this nice note let me to review this product as the note representing the seller is really nice and honest he delivered what he comit i love it will order more for my family,2
perfect shoes price ke hisab se better hai aur comfort,2
this is awesome smiling face with heart eyes i really love it the material of the hat is so good i m so happy and delivery service is also very nice thank you daraz,2
outstanding highly recommend thanks for seller thanks draz,2
family mn sb ko stars achy lgy,2
not the same as shown in picture very very low quality,0
good quality but the shipping charges are too much,1
fresh and good,2
not fully leak proof during heavy periods,0
i asked for the packing of facial mask that the seller didn t provide me after saying yes for that stars for seller response otherwise all is good,1
amazing product same thing delivered thanks shizi interiors,2
they are like all other gionee handfree same quality same sound same bass,2
the product size was very small as compare to what was shown in the pictures the finishing is also not satisfying,0
for the price its really good blower with powerful air throw and good build quality only the wire is very short so you need a extension wire to use it also the warrant card is unfilled and effectively just a formality if by any chance it stops working or some fault comes that warranty will be useless,2
wao bht zbrds clock hy seller is honest deliverd on time same clock jo pic me thi totally satisfied thnx draz,2
low quality local manufacturing,0
not working,0
nice bohot achi hen good,2
the size is too big that the size that came did not come,0
alhumdolillah sab zabardast,2
great value we go through a lot of towels with a toddler i would purchase again,2
good product i do agree that there are a lot of sellers on daraz who do false advertisment but i can assure you this product is bang on and would recommend it cheers pal happy doing business with yea,2
some extent good in cheep price like price it is good battery standby one day or less time whole day battery time on call and on music depended on use,1
excellent as always,2
i love i tix saler,2
i m a regular to this store i like it with this price it s justified even my whole family is your customer now because of me but some of the pieces have bad quality rough hoping for a discount,1
the overall quality of product is good some times it automatically turns off and then on but good product w r t cost,1
breaks when applying it on wall very delicate not durable,0
all is well it s ok thanks,2
umbrella is looking good and i didn t open it till now but its looking good recommended,2
very nice it s working properly suggested that to all very nice in this price overall good experience,2
good product little bit high price for the quality,1
this is so good quality mashallah i recommend buy now everyone,2
works well the packaging was good the remote is working but not great,1
poor packaging and they sent me the wrong product,0
overall good but size is too short,1
excellent product well packed delivery in time nice fragrance,0
i order this product time it s very useful and good,2
i have ordered this noodles with chopsticks but there is no chopsticks in order but the noodles is amazing,1
happy customer ordering again thanks daraz,2
my car is protected from rain and sun light,2
genuine items and product was tested tried magnificient product good packageing very very very very fast delivery,2
beautiful smiling face with heart eyes it s stuff is light weight soft and comfortable i like this camisole and shorts recommended product thank you,2
very well packed and timely delivered the product is really good and in very economical price love the dual color combination and the material is also good,2
bestest shopping experience in daraz highly highly recommend perfect packing most humble and supportive seller jazakallah for delivery nicest package thanks alot i wish if l could give you of stars percent genuine products everyone can order without any hesitation will never regret it inshallah,2
perfect same product and working good thanks daraz and saller,2
good purchase,2
product was received as saw in pictures but there is no any manual for fitting it square cloth is also short and not fitted packing was also not good finishing was very very bad of pipes clothes zips from every side clothes sewed quality was also bad not recommended,0
and the seller is also very humble and also authentic,2
very good quality got the exact item as in the picture highly recommended,2
thanku so much draz familiy v good quality bht acha lga st time drtay drtay kuch online draz sy mngwaya once again thanks dear all,2
good,2
delighted overall good body performance and everything it feels like nd hand but performance is good,2
good purchase will shop again inn sha allah,2
don t buy it s a scam the description says two packs but i only recieved one,0
works great and is complete but box was in horrible condition,1
nice quality according to price range package deliver save and in good condition deliver time in days pu sole not comfortable as rubber pu sole,2
i get my order and it s very nice product but i order full sleeve tshirt and i got half sleeve t shirt this is the problem what can i do now,1
very bad cant even drag click to cps total scam,0
thank you seller and thank you daraz for your best service for giving us better shopping experience,2
they sent the right size in picture the shoes looked like navy blue but they are actually black i had read the decription so i did know about it but the picture can misguide the sole is not great but the shoes are fine for this price,1
good but need to recharge,1
works fine with honda civic cf but did not compatible with santro,2
have been searching for quality kitchen towels that look nice and absorb these are the ones thank you,2
ver bad experience only days working,0
it looks good,2
overall good experience,2
i got my parcel and i am satisfied with this product it s very cute and useful i love it,2
the bts t shirt was so good i love it so much thank you daraz,2
low quality bad shoes very very bad product i save my pocket money for these shoes and it work for one match i am feeling very hate for owner and seller allah will ask you about it,0
poor quality,0
i really like the product product was same as shown in the picture smiling face with heart eyes frame quality was just good,2
nice bht acha thank u daraz,2
very good product about feet coverage area,2
fazool tareen ghatiyaa material bakwas koi naly boht h cheap quality k bags hain highly disappointed very bad experience,0
stars were so nice love them,2
din k use k bd khrab hogye quality is very cheap headphone ki ek side se awaz he ni aati din use k bd pathetic poor quality don t buy it,0
wow its amazing star struck i really can t believe yesterday i ordered and today i ll get it star struck good packing excellet sound i really liked it thank u daraz,2
wow i love this cute mini speaker quality is good sound is so nice thankyou so much seller and daraz i ll will shop again inshaallah,2
a little too short but love it,1
very nice packing b achi thi same pic wala e tha mujy passnd aya thank you very much daraz,2
received within time bit expensive as per quality,1
nice but stitch is not good,1
very very very very very nice pics me aloo thore chote lag rahe he lakin aloo bare hen mujhe discount bhi acha mill gaya tha ver nice,2
the qality is good sound is also good though shipping was late,1
different color received with broken mirror,0
i m very happy with these hair removal tool everything was exactly as described in the description,2
yar zaberdast hain thanks draz i like this product ap sab ankhen band ker k ye watch khareedlo,2
i love it will order soon again,2
the product quality is very good note that it s a single piece rain coat like sherwani,2
pods are good am satisfied,2
the seller doesn t know anything about this device he is lying about basic features you can t even see rpm without buying paid plugin for rs,0
quality is good as compared to price soft and warm material thanks to seller and daraz,2
to be honest it s not working,0
love it love it i ve had it for almost a month now and i literally can t complain about anything it runs so smooth and it hasn t died on me not one day and i use it a lot watching you tube using word and just browsing the web i m in love with this laptop this is the first mac that i have used totally in love with my macbook easy to use and so fast i ve used the laptop for a week and i am blown away performance screen battery life and build quality are all exceptional,2
it is same as it look like but im using it its not good,0
price mentioned is while dmart charged,0
good product this case best for airpods i like it,2
bht bura tha,0
product totally fine works well box is little damaged,1
quite simple deliverd on time thank you,2
this is best tent you can find on daraz with reasonable price it worked very well during our tour thank you daraz,2
best product and best price,2
i am very satisfied buy the original head and shoulders shampoo thank you very much seller you have done a great job plz keep working honestly you will be sending me good things packing is very good and fresh products delivery on time thank you very much god bless you and give you growth in your business thanks seller and thanks daraz,2
my air buds stop working in only four days air buds quality is very low,0
very substandard quality the dumbell was cracked from one side i had to return it which cost me like an extra so all i got was a loss don t buy,0
nice product same as in the picture,2
this ruined my skin i had to stop myself from using this on my face again,0
speaker boht hi small hy or awaz bhi achi nhin boht ziada patli awaz hy halka speaker hy i am not satisfied with sound of speaker,0
poor quality and poor stiching very loose not satisfied,0
after the haier washing machine this vacuum cleaner is the best thing i ve ordered from daraz amazing well packed highly recommended to anyone who is looking for a new vacuum cleaner,2
bus call k darmiyan mic shor karta hai awaz thek ni jati ajeeb sy awaz ati rahti jiss ko call kary usy,0
good quality nice packing,2
item delivered within time very good quality product speed weight sound body meterial looks a bit low quality but acceptable overall very good purchase would like to buy again from daraz and this seller,2
disgusting this is my second experience of buying cycle from daraz but very bad experience this time you delivered wrong color and cycle accessories are incomplete wheel cups of cycle are missing without that this cycle is useless and waste of my rupees very bad,0
good quality satisfied customer,2
good and original product but too much light according to price okay hai,1
bass buhat kam h,0
nice bubble wrap packaging fast days delivery from karachi to karachi sweet woodsy fragrance is nice my third purchase from this store seller,2
satisfied with the quality sound and battery i m using this i for last months and now i m reviewed,1
apka product bhot acha laga thanks for daraz,2
ordered one pack of xl received shirts all of different fabric and all of different sizes,0
,0
achi cheez hea good,2
not good it suppose to be fixed on top of the bottle but it is lose,0
good quality product in better price,2
the quality is veryy good and durable i have been using this for a while now and the color is also perfect,2
the massager only works while it s plugged in as soon as you unplug it it stops working not recommended,0
fair quality product good for casual home use not long lasting delivered by daraz in lahore within days of ordering timely securely safely fastly delivered by daraz delivery team,2
not satisfy size not same the one iodred shoes different color one is brown another one skinny allso looks like scend hand,0
it is very soft my mom like it as you can see i already used it i always bought it,2
buckle shape is totally different belt is ok but buckle is so much cheap in quality also shape is totally different,0
v por,0
it s nice product good quality perfect thanks for daraz,2
buhat achi quality he awaz b behtareen he sirf timing zra kum he continuously use kro to hr mints vhrs honi chahiye thi good product,1
packing was not good pehly s open tha voice quality poor,0
design is very thin,0
i ve received my parcel but my right earbud isn t working what i can do know,0
my parcl was good,2
it s good and amazing as shown in picture and also in good quality i love it,2
i don t like it,0
i am really satisfied with this product highly recommended packing is satisfied delivered on time thanks seller and daraz,2
worst customer service they don t reply at all,0
calling experience very bad but overall good like music gaming,1
price was also acceptable satisfied and recommended thank you daraz and seller service,2
the t shirt i very cool i like it really much thank you draz ill recommend it to all the stuff i very soft and nice,2
smiling face with heart eyes,2
best quality smiling face with heart eyes,2
really happy to buy this hand free recommended,2
not good but is this price its ok,1
poor quality left side ki awaz right se a rahi right ki awaz left se a rai,0
what is this we have order large size of bags but deliver all medium size bags and damaged from zip should be returning,0
power bank faulty it s not charging both ear phones pods ok no charging lights glows and not it s charging,0
alhamdulillah my shopping experience from daraz has been successful and my income has increased thanks to daraz,2
good i haven t used it yet but smell is good,1
the stuff is good the size is manageable and one thing it s trouser is in capri style shorter then trousers which we use normally,1
these are good if used with care i am satisfies,2
fresh vegetables in reasonable price thanks daraz,2
buht achi service ha daraz walo ki mugjy deliver hogyi handfree aj market wali sy buht achi ha or bass bhi buht achi ha,2
good quality headphones,2
the shirt is amazing i love it the fabric is good too,2
happy to see beautiful same as shown in pictures recommend,2
experience with daraz online shopping was very good and wonderful products were found,2
es price range ma bht acha ha mashaallah,2
good quality product delivered as descibed i am satisfied with its price and quality thank you,2
worst experience didn t expect this to happen from darazmall it s nd time i received wrong product once and now this used years old bottle pathetic,0
quality should be good secondly its touch is very poor i cannot say anything else about it,0
highly unsatisfied by the product low quality stitching with different threads not as per picture didn t fit on my wrist stitches even missed at few places norma thread was used to stitch the wilkro which got separated when i tried it to wrap it on the wrist poor quality of thumb elastics as threads are coming out processing for return,0
received the product timely as per commitment but the free installation is annoying i had informed the helpline and they responded that you will be contacted within hrs for installation by company after the lapse of the deadline i have been continuously following up through calls and even through email but no one is turning up for installation please let me know to whom should i escalate to get it installed to potential buyers installation is a gray area i believe so beware before ordering,0
don t purchase from it it is bad,0
satisfied with order,2
kafi acha bs audio quality thori low ha lekin price ke hisab se acha ha thank you daraz and seller,1
long lasting i am satusfied,2
super item,2
quality,2
working perfectly received in days great experience good job thanks this is my st order with daraz,2
graphic card is good and packaging was so nice delivery was on time but graphic card isn t working computer screen shows blur colours,1
low quality rd class no taste not fresh,0
g bilkul buht psand aya hum ny stars ki vedio bna k tiktok py post ki ap ki prnotion kr di,2
sound experience,2
recommended awesome product in such a low price,2
fresh potatoes,2
yes it is very pure quality oats no doubt quantity and quality both are looking perfect delivery was on time many thanks to the sender may almighty bless you,2
it was ok but price is not worthy,1
pertect excellent bhut acha tha mera experience,2
buy potatoes in just rupees kg wow,2
very nice products i like,2
the color is a change and the quality is also not good very disappointed,0
beautiful smiling face with heart eyes,2
it was very good you should also by it i like it the guality was very good the stuff was very good and soft,2
so so so good quality i recommend it in thiss price its worth it and its so comfortable while running,2
i am fully satsfied delivery was so fast with in days thnx,2
beat product thanks seller thanks daraz,2
wonderful experience,2
size of stars was too small not as shown in picture,0
bag ki quality mazeed behter ho skti hai ye shopper ki jagah istemal kr sktay ho but bag jitna mazboot nhi hai,0
it was broken delivered you just scammers never buy here,0
excellent product,2
it s an original gionee product sound quality and bass is great within this price range overall very much satisfied with the product,2
not happy with the message response won t tell you anything poor chat response,0
very good quality thank you,2
its ok in this price not too good not the whole screen is touch screen only one point on the screen is used to control the watch,1
thank you so much seller it is a good product same as pictures or details i personally recommend,2
very poor and useable product first time very dispoint,0
very nice product well packed quality is too good recommend this seller i am satisfied,2
star struck star struck best quality module the price is very good as the quality is amazing true version bluetooth is present lossless conection works very well on any device i make my wired headphones wireless using this module also include a tp module in it best experience with the seller,2
not satisfied over charge item,0
so delicious long expiry amazing we liked it order it again,2
not a same colour,0
i ordered purple colour but seller sent me pink which i hate i msg seller for wrong colour but he never reply don t buy from this kind of people,0
it s very useful and same as picture thank you daraz,2
very hot,2
the product quality and packaging were excellent overall satisfied,2
good quality with best price thanks,2
best sunset lamp on daraz in very low price as compared to market quality is satisfactory and delivery is very fast packaging is awesome overall very good experience thanks to daraz and also thanks to sherice store very nice thanks so much,2
the ac is good however the daraz and the courier company took too long to deliver it it was delivered after days of ordering daraz customer care is nit so professional as they don t have any resolution for any complaint the timelines of courier company and daraz were also wrong and different from each other,0
working fine perfectly as requested,2
delivered what i wanted,2
wonderful quality product is more beautiful then as shown in picture with complete instruments build quality is best thanks daraz,2
the quality of the shirt is good same as shown delivered on time i am satisfied,2
beautiful,2
v good product recommended,2
nice product i will buy more for my another room,2
nice i love dfresh,2
nice product satisfied,2
not much better bit glow in night i m thinking it s foamic,0
fine quality delivery bit late but,1
nice vegetables,2
